time,ticker,percentage_change
2026-06-15 13:00:00,BTC-USD,-0.2053952778813052
2026-06-15 11:00:00,BTC-USD,0.47790429414151264
2026-06-15 10:00:00,BTC-USD,0.49795851430279486
2026-06-15 08:00:00,BTC-USD,-0.028972293012963734
2026-06-15 07:00:00,BTC-USD,-0.21265839504738637
2026-06-15 06:00:00,BTC-USD,-0.08236796261301561
2026-06-15 05:00:00,BTC-USD,0.3455210529412283
2026-06-15 04:00:00,BTC-USD,-0.4240739989740547
2026-06-15 03:00:00,BTC-USD,0.6826667672912236
2026-06-15 01:00:00,BTC-USD,-0.1523384067536118
2026-06-15 00:00:00,BTC-USD,-0.17659147538301517
2026-06-14 23:00:00,BTC-USD,0.4980716050672031
2026-06-14 22:00:00,BTC-USD,-0.15045416946691353
2026-06-14 21:00:00,BTC-USD,2.0362233651053763
2026-06-14 20:00:00,BTC-USD,0.3009550034328187
2026-06-14 19:00:00,BTC-USD,-0.011649715473155766
2026-06-14 15:00:00,BTC-USD,0.0671555076099292
2026-06-14 11:00:00,BTC-USD,0.03040852029777816
2026-06-14 10:00:00,BTC-USD,-0.13915442935614036
2026-06-14 08:00:00,BTC-USD,0.03924035905808095
2026-06-14 05:00:00,BTC-USD,0.06591567021756059
2026-06-14 04:00:00,BTC-USD,-0.3306875143744607
2026-06-14 02:00:00,BTC-USD,-0.13783934526553077
2026-06-13 22:00:00,BTC-USD,-0.027046215630106205
2026-06-13 18:00:00,BTC-USD,0.2952686029056415
2026-06-13 13:00:00,BTC-USD,-0.0675284660636553
2026-06-13 08:00:00,BTC-USD,-0.06496094048210188
2026-06-13 03:00:00,BTC-USD,-0.16865904543070703
2026-06-12 22:00:00,BTC-USD,0.046689508794104134
2026-06-12 21:00:00,BTC-USD,0.029042548781472593
2026-06-12 15:00:00,BTC-USD,-0.6692186360332627
2026-06-12 14:00:00,BTC-USD,1.2837870272859722
2026-06-12 07:00:00,BTC-USD,0.15492184651344512
2026-06-12 05:00:00,BTC-USD,-0.5750413350476086
2026-06-12 01:00:00,BTC-USD,-0.334687812861449
2026-06-12 00:00:00,BTC-USD,0.017680416606415797
2026-06-11 23:00:00,BTC-USD,0.21246583676715886
2026-06-11 18:00:00,BTC-USD,-0.257851427836607
2026-06-11 15:00:00,BTC-USD,0.024747175190988038
2026-06-11 13:00:00,BTC-USD,0.1718607508261223
2026-06-11 09:00:00,BTC-USD,-0.06248867159892361
2026-06-11 07:00:00,BTC-USD,-0.06410284374573494
2026-06-11 06:00:00,BTC-USD,0.22813559499876712
2026-06-11 05:00:00,BTC-USD,-0.16299583564566825
2026-06-11 04:00:00,BTC-USD,0.06275139473366188
2026-06-11 02:00:00,BTC-USD,-0.1351735591543177
2026-06-11 00:00:00,BTC-USD,0.4962817008834933
2026-06-10 21:00:00,BTC-USD,-0.7178351705064179
2026-06-10 18:00:00,BTC-USD,-0.1774490133703656
2026-06-10 15:00:00,BTC-USD,0.6981602807500278
2026-06-10 13:00:00,BTC-USD,0.9135831679006884
2026-06-10 12:00:00,BTC-USD,0.8742744057916356
2026-06-10 11:00:00,BTC-USD,-0.5715490448545586
2026-06-10 08:00:00,BTC-USD,-0.661500710613673
2026-06-10 07:00:00,BTC-USD,0.3546537920266206
2026-06-10 06:00:00,BTC-USD,0.1703520858239657
2026-06-10 00:00:00,BTC-USD,0.29162969221044444
2026-06-09 22:00:00,BTC-USD,-0.061985776435139396
2026-06-09 21:00:00,BTC-USD,-0.6514161833861516
2026-06-09 20:00:00,BTC-USD,0.07938968198493718
2026-06-09 19:00:00,BTC-USD,0.5190174346523271
2026-06-09 17:00:00,BTC-USD,0.4733549673236075
2026-06-09 15:00:00,BTC-USD,-0.6419577022120694
2026-06-09 14:00:00,BTC-USD,-1.1693010563399069
2026-06-09 12:00:00,BTC-USD,-0.10223799666637182
2026-06-09 10:00:00,BTC-USD,0.10852208656234516
2026-06-09 08:00:00,BTC-USD,-0.5546684096357509
2026-06-09 06:00:00,BTC-USD,-0.06787367031623392
2026-06-09 05:00:00,BTC-USD,0.15784517267919515
2026-06-09 03:00:00,BTC-USD,-0.01622782246799511
2026-06-09 02:00:00,BTC-USD,0.17218879502709594
2026-06-09 01:00:00,BTC-USD,0.3317970496281253
2026-06-08 23:00:00,BTC-USD,-0.5615544902493272
2026-06-08 22:00:00,BTC-USD,-0.394128170645516
2026-06-08 17:00:00,BTC-USD,0.05005810579537014
2026-06-08 15:00:00,BTC-USD,-0.3859059941740478
2026-06-08 05:00:00,BTC-USD,0.11548681708381946
2026-06-08 04:00:00,BTC-USD,-0.6323201946240649
2026-06-08 03:00:00,BTC-USD,-0.00784432306278034
2026-06-08 00:00:00,BTC-USD,0.4945109335745325
2026-06-07 23:00:00,BTC-USD,0.7740309425838082
2026-06-07 18:00:00,BTC-USD,-0.19628028301234834
2026-06-07 17:00:00,BTC-USD,0.1614318091508882
2026-06-07 14:00:00,BTC-USD,0.3250292746128429
2026-06-07 10:00:00,BTC-USD,-0.261245002255937
2026-06-07 09:00:00,BTC-USD,-0.517349119821978
2026-06-07 08:00:00,BTC-USD,0.7396036246233955
2026-06-07 07:00:00,BTC-USD,0.4911780898334751
2026-06-07 05:00:00,BTC-USD,-0.21603834955442014
2026-06-06 22:00:00,BTC-USD,-0.3118706376731829
2026-06-06 15:00:00,BTC-USD,-0.07699423947129637
2026-06-06 13:00:00,BTC-USD,-0.3767467698065966
2026-06-06 10:00:00,BTC-USD,-0.5846757327037302
2026-06-06 09:00:00,BTC-USD,-0.42928348070681327
2026-06-06 07:00:00,BTC-USD,0.3596057222369857
2026-06-06 06:00:00,BTC-USD,-0.2976510448110061
2026-06-06 05:00:00,BTC-USD,1.4619634569973086
2026-06-06 03:00:00,BTC-USD,-0.42153757986622026
2026-06-05 23:00:00,BTC-USD,-0.9700778613040374
2026-06-05 18:00:00,BTC-USD,-2.3103746695521186
2026-06-05 12:00:00,BTC-USD,0.025004373556505463
2026-06-05 10:00:00,BTC-USD,-0.5240528244252023
2026-06-05 08:00:00,BTC-USD,-1.0069232675006745
2026-06-05 02:00:00,BTC-USD,-1.182721293352849
2026-06-05 01:00:00,BTC-USD,-0.08760183111629867
2026-06-04 23:00:00,BTC-USD,0.23201995674761666
2026-06-04 20:00:00,BTC-USD,0.05654542494765952
2026-06-04 19:00:00,BTC-USD,-0.2849316889196046
2026-06-04 11:00:00,BTC-USD,0.12360029381598488
2026-06-04 02:00:00,BTC-USD,1.597454793225521
2026-06-04 00:00:00,BTC-USD,-1.2575849159329335
2026-06-03 22:00:00,BTC-USD,-1.2235597166493286
2026-06-03 18:00:00,BTC-USD,0.11210076187240892
2026-06-03 16:00:00,BTC-USD,-0.11768615393060279
2026-06-03 12:00:00,BTC-USD,0.022409877237969215
2026-06-03 11:00:00,BTC-USD,-0.33983743750782625
2026-06-03 10:00:00,BTC-USD,0.31284674323647665
2026-06-03 07:00:00,BTC-USD,0.403327254113231
2026-06-03 06:00:00,BTC-USD,-0.5126077472244593
2026-06-03 05:00:00,BTC-USD,1.196361510532683
2026-06-03 04:00:00,BTC-USD,0.9796704331091977
2026-06-03 03:00:00,BTC-USD,-1.1592736015829834
2026-06-03 02:00:00,BTC-USD,-0.44299440270585766
2026-06-03 00:00:00,BTC-USD,0.2722853971016232
2026-06-02 23:00:00,BTC-USD,0.5347098310418741
2026-06-02 20:00:00,BTC-USD,0.4611645291192759
2026-06-02 18:00:00,BTC-USD,-0.20889331084414936
2026-06-02 13:00:00,BTC-USD,-0.3416401540085642
2026-06-02 11:00:00,BTC-USD,-0.2739971338657267
2026-06-02 09:00:00,BTC-USD,-0.5756224078362637
2026-06-02 06:00:00,BTC-USD,-0.22738522029474334
2026-06-02 05:00:00,BTC-USD,-0.7662793758291709
2026-06-02 04:00:00,BTC-USD,-0.23462722074835313
2026-06-02 03:00:00,BTC-USD,0.1435093389856472
2026-06-02 02:00:00,BTC-USD,0.2633323346876888
2026-06-01 23:00:00,BTC-USD,0.0018516183198897444
2026-06-01 18:00:00,BTC-USD,-0.19213597805982524
2026-06-01 13:00:00,BTC-USD,-0.7409308334924828
2026-06-01 12:00:00,BTC-USD,-0.42409604977981474
2026-06-01 09:00:00,BTC-USD,-0.023050262234291536
2026-06-01 08:00:00,BTC-USD,0.11424749161005057
2026-06-01 03:00:00,BTC-USD,-0.03748844786481767
2026-06-01 02:00:00,BTC-USD,0.7219440650043293
2026-05-31 18:00:00,BTC-USD,-0.16416569060180078
2026-05-31 17:00:00,BTC-USD,0.23644415235941893
2026-05-31 16:00:00,BTC-USD,-0.15685263840691685
2026-05-31 15:00:00,BTC-USD,0.08441839500217585
2026-05-31 13:00:00,BTC-USD,-0.059054409657020794
2026-05-31 12:00:00,BTC-USD,-0.016668793922271986
2026-05-31 11:00:00,BTC-USD,0.045055440635010706
2026-05-31 09:00:00,BTC-USD,-0.1171242488575438
2026-05-31 08:00:00,BTC-USD,0.1065159230500839
2026-05-31 03:00:00,BTC-USD,0.07038431738142038
2026-05-31 01:00:00,BTC-USD,0.03518611276319429
2026-05-31 00:00:00,BTC-USD,0.16726800497304434
2026-05-30 22:00:00,BTC-USD,-0.14554780033840947
2026-05-30 21:00:00,BTC-USD,-0.047712996176298254
2026-05-30 20:00:00,BTC-USD,-0.04439881467850184
2026-05-30 19:00:00,BTC-USD,-0.03453457578902206
2026-05-30 18:00:00,BTC-USD,0.030972352154586918
2026-05-30 16:00:00,BTC-USD,0.006498155592726511
2026-05-30 15:00:00,BTC-USD,-0.03339206216933288
2026-05-30 10:00:00,BTC-USD,0.04550452101550108
2026-05-30 07:00:00,BTC-USD,-0.06596647529727698
2026-05-30 05:00:00,BTC-USD,0.29699273007422367
2026-05-30 04:00:00,BTC-USD,-0.18194203007725196
2026-05-30 00:00:00,BTC-USD,0.03010115884670077
2026-05-29 22:00:00,BTC-USD,0.08300984535127284
2026-05-29 19:00:00,BTC-USD,0.1750736679500782
2026-05-29 17:00:00,BTC-USD,-0.13469534448519227
2026-05-29 15:00:00,BTC-USD,0.9552484994609169
2026-05-29 14:00:00,BTC-USD,-0.1034174388391577
2026-05-29 13:00:00,BTC-USD,-0.22800363319738023
2026-05-29 12:00:00,BTC-USD,-0.2413201069310385
2026-05-29 09:00:00,BTC-USD,0.09667273946627684
2026-05-29 06:00:00,BTC-USD,0.15373792451678156
2026-05-29 05:00:00,BTC-USD,0.2841324331796421
2026-05-29 03:00:00,BTC-USD,0.07245803992616394
2026-05-29 00:00:00,BTC-USD,0.14384576367531027
2026-05-28 23:00:00,BTC-USD,0.15333361716621255
2026-05-28 22:00:00,BTC-USD,-0.46679485797465153
2026-05-28 20:00:00,BTC-USD,0.22271477589991687
2026-05-28 19:00:00,BTC-USD,-0.3055735372062905
2026-05-28 05:00:00,BTC-USD,-0.24566234701994008
2026-05-28 04:00:00,BTC-USD,-0.09960540401794159
2026-05-28 02:00:00,BTC-USD,-0.10754227130034698
2026-05-28 01:00:00,BTC-USD,-0.33706756985036823
2026-05-28 00:00:00,BTC-USD,0.18302135483957796
2026-05-27 23:00:00,BTC-USD,0.06597283690456543
2026-05-27 21:00:00,BTC-USD,-1.0286572037358788
2026-05-27 20:00:00,BTC-USD,0.3124813896739194
2026-05-27 19:00:00,BTC-USD,0.031726067058952895
2026-05-27 17:00:00,BTC-USD,-0.5985683751178157
2026-05-27 16:00:00,BTC-USD,-0.016315880433486963
2026-05-27 10:00:00,BTC-USD,-0.000989628997366659
2026-05-27 09:00:00,BTC-USD,0.033266720832505356
2026-05-27 08:00:00,BTC-USD,-0.11919216306377832
2026-05-27 05:00:00,BTC-USD,0.16429525598095512
2026-05-27 02:00:00,BTC-USD,-0.026621861105234092
2026-05-27 01:00:00,BTC-USD,-0.26416748008433694
2026-05-26 19:00:00,BTC-USD,0.2663675453201446
2026-05-26 16:00:00,BTC-USD,0.051657619596029644
2026-05-26 11:00:00,BTC-USD,-0.33519391710398916
2026-05-26 09:00:00,BTC-USD,-0.07401421244127843
2026-05-26 02:00:00,BTC-USD,-0.13932268758313543
2026-05-25 23:00:00,BTC-USD,0.29156713123746336
2026-05-25 22:00:00,BTC-USD,-0.28322576450480436
2026-05-25 19:00:00,BTC-USD,-0.1312741904455781
2026-05-25 18:00:00,BTC-USD,0.004769535634783851
2026-05-25 16:00:00,BTC-USD,0.12134352909041907
2026-05-25 15:00:00,BTC-USD,-0.14295906246378492
2026-05-25 14:00:00,BTC-USD,0.4898996992910177
2026-05-25 12:00:00,BTC-USD,-0.011543237916645693
2026-05-25 11:00:00,BTC-USD,-0.22317826342357697
2026-05-25 10:00:00,BTC-USD,-0.07214239324074757
2026-05-25 07:00:00,BTC-USD,-0.032043783202996355
2026-05-25 06:00:00,BTC-USD,0.027860844932418503
2026-05-25 03:00:00,BTC-USD,-0.10282449848456614
2026-05-25 02:00:00,BTC-USD,0.15871306263374269
2026-05-25 01:00:00,BTC-USD,-0.2927383733270247
2026-05-24 23:00:00,BTC-USD,0.33485839197089423
2026-05-24 21:00:00,BTC-USD,-0.6885102862822566
2026-05-24 17:00:00,BTC-USD,0.028701542424767117
2026-05-24 15:00:00,BTC-USD,-0.09860525289633106
2026-05-24 14:00:00,BTC-USD,-0.4694655446932665
2026-05-24 13:00:00,BTC-USD,-0.4173641499926567
2026-05-24 10:00:00,BTC-USD,0.2119340285013187
2026-05-24 06:00:00,BTC-USD,0.23528206400482823
2026-05-24 05:00:00,BTC-USD,0.04136359260121473
2026-05-24 03:00:00,BTC-USD,-0.11176165388917826
2026-05-24 02:00:00,BTC-USD,-0.11160600760125204
2026-05-24 00:00:00,BTC-USD,0.09601634091731985
2026-05-23 20:00:00,BTC-USD,1.6795326303109794
2026-05-23 19:00:00,BTC-USD,0.1478349643715261
2026-05-23 14:00:00,BTC-USD,0.39756964642720166
2026-05-23 13:00:00,BTC-USD,0.6000176180371875
2026-05-23 10:00:00,BTC-USD,0.0498143483338483
2026-05-23 07:00:00,BTC-USD,-1.0616371287428603
2026-05-23 05:00:00,BTC-USD,-0.07617318035193728
2026-05-23 03:00:00,BTC-USD,0.10449538223373529
2026-05-23 02:00:00,BTC-USD,0.10268902042901236
2026-05-22 19:00:00,BTC-USD,-0.9096122170351674
2026-05-22 18:00:00,BTC-USD,-0.2719161635145768
2026-05-22 17:00:00,BTC-USD,-0.279643223420961
2026-05-22 16:00:00,BTC-USD,0.22439916075447341
2026-05-22 14:00:00,BTC-USD,-0.5629411053694401
2026-05-22 12:00:00,BTC-USD,0.13183734511990713
2026-05-22 11:00:00,BTC-USD,0.13427388777980173
2026-05-22 10:00:00,BTC-USD,0.01816256926187015
2026-05-22 09:00:00,BTC-USD,0.07776655270693927
2026-05-22 07:00:00,BTC-USD,0.006254785820572324
2026-05-22 06:00:00,BTC-USD,-0.08598044401597203
2026-05-22 03:00:00,BTC-USD,0.12560665163534807
2026-05-21 22:00:00,BTC-USD,-0.06829617061237121
2026-05-21 21:00:00,BTC-USD,-0.04487214257084268
2026-05-21 20:00:00,BTC-USD,0.02317096579343396
2026-05-21 17:00:00,BTC-USD,0.8791614900036713
2026-05-21 15:00:00,BTC-USD,0.34385697597643355
2026-05-21 13:00:00,BTC-USD,-0.19103268892908226
2026-05-21 10:00:00,BTC-USD,-0.5699047267507764
2026-05-21 09:00:00,BTC-USD,-0.3738591649943369
2026-05-21 07:00:00,BTC-USD,0.37026063365562334
2026-05-21 06:00:00,BTC-USD,-0.2648060135917206
2026-05-21 04:00:00,BTC-USD,-0.05303372965237517
2026-05-21 03:00:00,BTC-USD,0.16148491078653396
2026-05-21 01:00:00,BTC-USD,-0.16443199319771545
2026-05-20 23:00:00,BTC-USD,0.0939681245183629
2026-05-20 21:00:00,BTC-USD,-0.27209036000297876
